번호,사업장명,소재지전체주소,도로명전체주소,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,입소정원,자격소유인원수,총인원수,위치정보(X),위치정보(Y),인허가번호,상세영업상태명
3556,백송 경로당,서울특별시 동작구 노량진동 273-19번지 ,,19971127,운영중,,,,,,,0,0,0,194221.962,445363.7929,3.19E+15,운영
3555,백로,서울특별시 동작구 노량진동 314-6번지 ,,19781201,운영중,,,,,,,0,0,0,194485.0365,444973.2324,3.19E+15,운영
3554,우성아파트 경로당,서울특별시 동작구 노량진동 323번지 ,,19961105,운영중,,,,,,,0,0,0,195315.4083,445268.9245,3.19E+15,운영
3553,남성,서울특별시 동작구 노량진동 122-36번지 ,,19771001,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3552,대한경로당,서울특별시 동작구 노량진동 84-33번지 ,,19671228,운영중,,,,,,,92,0,0,194860.3854,445497.4053,3.19E+15,운영
3551,상신A,서울특별시 동작구 사당동 304-13번지 ,,19790901,운영중,,,,,,,0,0,0,197377.4098,441857.8301,3.19E+15,운영
3550,사당4동,서울특별시 동작구 사당동 278-34번지 ,,19810707,운영중,,,,,,,0,0,0,197303.3104,442274.9258,3.19E+15,운영
3549,사당두산위브트레지움,서울특별시 동작구 사당동 두산위브 트레지움 ,,19801119,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3548,경남아너스빌(대아A),서울특별시 동작구 사당동 ,,19970802,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3547,현대A,서울특별시 동작구 사당동 169-32번지 ,,19920528,운영중,,,,,,,0,0,0,197312.1636,442881.4144,3.19E+15,운영
3546,대림A,서울특별시 동작구 사당동 ,,19900317,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3545,삼일공원,서울특별시 동작구 사당동 ,,19901221,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3544,삼익,서울특별시 동작구 사당동 1132번지 ,,19801006,운영중,,,,,,,0,0,0,197499.3045,443175.6426,3.19E+15,운영
3543,삼화,서울특별시 동작구 사당동 ,,19820913,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3542,극동아파트 경로당,서울특별시 동작구 사당동 극동아파트 ,,19940426,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3541,우성A3단지,서울특별시 동작구 사당동 극동아파트 ,,19940426,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3540,우성2단지아파트 경로당,서울특별시 동작구 사당동 극동아파트 ,,19940402,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3539,사당1동,서울특별시 동작구 사당동 316-40번지 ,,19850501,운영중,,,,,,,0,0,0,197564.1561,441857.4975,3.19E+15,운영
3538,송학,서울특별시 동작구 사당동 1027-23번지 ,,19980921,운영중,,,,,,,0,0,0,198063.9069,441953.2866,3.19E+15,운영
3537,신동아5단지A,서울특별시 동작구 사당동 1137번지 ,,20000329,운영중,,,,,,,0,0,0,197884.4191,443202.7962,3.19E+15,운영
3536,동작,서울특별시 동작구 동작동 ,,19800401,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3535,신동아4단지A,서울특별시 동작구 사당동 극동아파트 ,,19940923,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3534,정금,서울특별시 동작구 사당동 58-107번지 ,,19881027,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3533,배나무골,서울특별시 동작구 사당동 77-24번지 ,,19970507,운영중,,,,,,,0,0,0,198201.6853,443054.5582,3.19E+15,운영
3532,명수대현대A,서울특별시 동작구 흑석동 ,,19890501,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3531,한강현대A,서울특별시 동작구 흑석동 한강현대아파트 ,,19890329,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3530,비개경로당,서울특별시 동작구 흑석동 295-2번지 ,,19871030,운영중,,,,,,,0,0,0,197161.2207,444643.1494,3.19E+15,운영
3529,달마,서울특별시 동작구 흑석동 256-1번지 ,,19890215,운영중,,,,,,,0,0,0,196538.7978,444113.4288,3.19E+15,운영
3528,흑석경로당,서울특별시 동작구 흑석동 ,,19690701,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3527,신동아A,서울특별시 동작구 본동 481번지 ,,19981202,운영중,,,,,,,0,0,0,195669.6798,445275.208,3.19E+15,운영
3526,유원A,서울특별시 동작구 본동 ,,19990701,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3525,보라매파크빌,서울특별시 동작구 신대방동 711번지 ,,20021203,운영중,,,,,,,0,0,0,192460.5249,443582.1167,3.19E+15,운영
3524,신남성,서울특별시 동작구 사당동 297-17번지 ,,20021108,운영중,,,,,,,0,0,0,197453.4142,442128.2616,3.19E+15,운영
3523,르메이에르타운 경로당,서울특별시 동작구 사당동 1141번지 ,,20020624,운영중,,,,,,,0,0,0,197604.0314,441803.9656,3.19E+15,운영
3522,상도한마음경로당,서울특별시 동작구 본동 산 11-1번지 ,,20020704,운영중,,,,,,,0,0,0,195546.2036,445107.6457,3.19E+15,운영
3521,삼환나우빌아파트경로당,서울특별시 동작구 상도동 520번지 ,,20070905,운영중,,,,,,,21,0,21,196080.5858,444007.2144,3.19E+15,운영
3520,동작상떼빌아파트,서울특별시 동작구 신대방동 719번지 102 102동 ,,20070727,운영중,,,,,,,28,0,28,191691.6784,442818.1137,3.19E+15,운영
3519,상도1차갑을명가아파트경로당,서울특별시 동작구 상도동 458번지 ,,20070607,운영중,,,,,,,27,0,27,194109.1486,443488.1209,3.19E+15,운영
3518,상도2차갑을명가아파트경로당,서울특별시 동작구 상도동 459번지 ,,20070607,운영중,,,,,,,35,0,35,194203.8162,443487.0986,3.19E+15,운영
3517,본동SH Ville아파트경로당,서울특별시 동작구 본동 490번지 ,,20070516,운영중,,,,,,,25,0,1,195483.3965,445397.2442,3.19E+15,운영
3516,SH-Ville아파트경로당,서울특별시 동작구 상도동 430번지 ,,20070503,운영중,,,,,,,84,0,84,195895.2112,444436.1928,3.19E+15,운영
3515,대방동경남아너스빌아파트경로당,서울특별시 동작구 대방동 대방동경남아너스빌 ,,20060915,운영중,,,,,,,31,0,31,,,3.19E+15,운영
3514,한성아파트,서울특별시 동작구 신대방동 ,,19981216,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3513,신대방2동,서울특별시 동작구 대방동 407-8번지 ,,19831201,운영중,,,,,,,111,0,0,192960.8633,444006.4939,3.19E+15,운영
3512,현대A(신대방1),서울특별시 동작구 신대방동 현대아파트 ,,19960807,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3511,우성1차아파트경로당,서울특별시 동작구 신대방동 565번지 ,,19890503,운영중,,,,,,,0,0,0,192113.2006,443344.3735,3.19E+15,운영
3510,신대방1동경로당,서울특별시 동작구 신대방동 693-10번지 ,,19871112,운영중,,,,,,,0,0,0,192028.8871,442746.4844,3.19E+15,운영
3509,대방,서울특별시 동작구 대방동 ,,19780410,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3508,우정아파트 경로당,서울특별시 동작구 대방동 505번지 ,,19990630,운영중,,,,,,,0,0,0,193715.3428,445778.8378,3.19E+15,운영
3507,대방현대1차아파트,서울특별시 동작구 대방동 대방동현대아파트 ,,19951128,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3506,대방성원아파트경로당,서울특별시 동작구 대방동 성원아파트 ,,19960516,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3505,대림아파트 경로당(대방동),서울특별시 동작구 대방동 대림아파트 ,,19940530,운영중,,,,,,,0,0,0,,,3.19E+15,운영
3504,대방주공2단지아파트경로당,서울특별시 동작구 대방동 503번지 ,,19960123,운영중,,,,,,,0,0,0,193745.2182,445280.6084,3.19E+15,운영
3503,대방주공1단지,서울특별시 동작구 대방동 503번지 ,,19951031,운영중,,,,,,,0,0,0,193745.2182,445280.6084,3.19E+15,운영
3502,북대방 경로당,서울특별시 동작구 대방동 344-27번지 ,,19890227,운영중,,,,,,,0,0,0,193407.2383,445457.2592,3.19E+15,운영
3501,대방중앙경로당,서울특별시 동작구 대방동 407-48번지 ,,19840420,운영중,,,,,,,0,0,0,193086.8823,443990.4801,3.19E+15,운영
3500,사당자이아파트,서울특별시 동작구 사당동 1139번지 ,,20000804,운영중,,,,,,,0,0,0,196608.8717,442945.0686,3.19E+15,운영
3499,제일A,서울특별시 동작구 사당동 240-15번지 ,,19870508,운영중,,,,,,,0,0,0,197234.4767,442304.6748,3.19E+15,운영
3498,사당5동,서울특별시 동작구 사당동 214-5번지 ,,19950701,운영중,,,,,,,0,0,0,197063.6259,442686.2981,3.19E+15,운영
3497,신동아리버파크아파트 경로당,서울특별시 동작구 노량진동 325번지 ,,20011030,운영중,,,,,,,0,0,0,195078.2362,445024.4852,3.19E+15,운영
3496,한강쌍용@경로당,서울특별시 동작구 본동 150번지 ,,20010509,운영중,,,,,,,0,0,1,195780.934,445556.4412,3.19E+15,운영
3495,신대방 우성2차A,서울특별시 동작구 신대방동 565-21번지 ,,20010110,운영중,,,,,,,72,0,0,192006.3255,443417.1612,3.19E+15,운영
3494,대방2차현대아파트경로당,서울특별시 동작구 대방동 506번지 ,,20000718,운영중,,,,,,,30,0,0,193856.9268,445396.61,3.19E+15,운영
3493,아이파크상도동경로당,서울특별시 동작구 상도동 416번지 ,,20041203,운영중,,,,,,,43,0,1,194863.8007,444283.9355,3.19E+15,운영
3492,우리유앤미아파트경로당,서울특별시 동작구 흑석동 329번지 ,,20041029,운영중,,,,,,,0,0,25,196361.8574,444271.9552,3.19E+15,운영
3491,대방2차e편한세상아파트경로당,서울특별시 동작구 대방동 507번지 ,,20040823,운영중,,,,,,,0,0,1,193830.3989,445537.1802,3.19E+15,운영
3490,현진에버빌아파트경로당,서울특별시 동작구 신대방동 716번지 ,,20040723,운영중,,,,,,,0,0,1,191708.0774,442643.4868,3.19E+15,운영
3489,쌍용스윗닷홈아파트경로당,서울특별시 동작구 상도동 ,,20040608,운영중,,,,,,,0,0,1,,,3.19E+15,운영
3488,상도래미안1차아파트108경로당,서울특별시 동작구 상도동 447번지 108 108동 ,,20040610,운영중,,,,,,,0,0,1,194010.4094,444792.2186,3.19E+15,운영
3487,보라매롯데낙천대경로당,서울특별시 동작구 신대방동 713번지 ,,20040422,운영중,,,,,,,0,0,1,192295.1363,443573.3371,3.19E+15,운영
3486,래미안상도2차아파트경로당,서울특별시 동작구 상도동 421번지 ,,20040506,운영중,,,,,,,20,0,1,196240.7156,443984.013,3.19E+15,운영
3485,중앙하이츠아파트경로당,서울특별시 동작구 상도1동 ,,20040506,운영중,,,,,,,0,0,1,,,3.19E+15,운영
3484,대방1차e-편한세상경로당,서울특별시 동작구 대방동 508번지 ,,20040426,운영중,,,,,,,0,0,1,193660.3078,445537.8699,3.19E+15,운영
3483,삼익그린뷰아파트경로당,서울특별시 동작구 사당동 1150번지 ,,20040213,운영중,,,,,,,20,0,20,197212.0979,441679.71,3.19E+15,운영
3482,삼익아파트 경로당,서울특별시 동작구 노량진동 330번지 ,,20030709,운영중,,,,,,,20,0,25,195079.2655,445413.2884,3.19E+15,운영
3481,동작삼성래미안,서울특별시 동작구 사당동 1133번지 ,,20030827,운영중,,,,,,,20,0,69,197317.1883,442998.1171,3.19E+15,운영
3480,경향렉스빌아파트경로당,서울특별시 동작구 상도동 445번지 ,,20030320,운영중,,,,,,,30,0,1,194795.5074,443678.5477,3.19E+15,운영
3479,삼성래미안1차아파트경로당,서울특별시 동작구 상도동 450번지 ,,20030625,운영중,,,,,,,0,0,1,194093.2303,444732.7018,3.19E+15,운영
3478,경남아파트,서울특별시 동작구 신대방동 712번지 ,,20031217,운영중,,,,,,,72,0,72,191831.5809,443027.4374,3.19E+15,운영
3477,삼환아파트경로당,서울특별시 도봉구 도봉동 87번지 ,,19880301,운영중,,,,,,,44,0,0,204239.6268,464295.6284,3.09E+15,운영
3476,가든아파트경로당,서울특별시 도봉구 도봉동 555번지 ,,19880201,운영중,,,,,,,39,0,0,203602.696,464905.0331,3.09E+15,운영
3475,삼익세라믹아파트경로당,서울특별시 도봉구 방학동 274번지 ,,19880401,운영중,,,,,,,41,0,0,202934.3886,462084.6091,3.09E+15,운영
3474,쌍문3동경로당,서울특별시 도봉구 쌍문동 138-40번지 ,,19880901,운영중,,,,,,,48,0,0,202772.1864,460911.6674,3.09E+15,운영
3473,경남아파트경로당,서울특별시 도봉구 쌍문동 73번지 ,,19880401,운영중,,,,,,,37,0,0,203031.9102,461381.0696,3.09E+15,운영
3472,대웅아파트경로당,서울특별시 도봉구 쌍문동 13-2번지 ,,19880801,운영중,,,,,,,26,0,0,203077.3611,461944.8009,3.09E+15,운영
3471,쌍문3동경로당,서울특별시 도봉구 쌍문동 138-40번지 ,,19880901,운영중,,,,,,,48,0,0,202772.1864,460911.6674,3.09E+15,운영
3470,상아1차아파트경로당,서울특별시 도봉구 창동 299번지 ,,19871101,운영중,,,,,,,31,0,0,203669.1424,461292.6465,3.09E+15,운영
3469,신우경로당,서울특별시 도봉구 방학동 317-10번지 ,,19871201,운영중,,,,,,,40,0,0,202815.6798,462543.4687,3.09E+15,운영
3468,신동아1차아파트경로당,서울특별시 도봉구 방학동 272번지 ,,19871001,운영중,,,,,,,121,0,0,202552.0629,462071.0496,3.09E+15,운영
3467,삼익아파트경로당,서울특별시 도봉구 쌍문동 56번지 ,,19871201,운영중,,,,,,,52,0,0,203034.3671,461652.6076,3.09E+15,운영
3466,동익아파트경로당,서울특별시 도봉구 쌍문동 285-5번지 ,,19870801,운영중,,,,,,,27,0,0,202115.6233,461010.1323,3.09E+15,운영
3465,창5동경로당,서울특별시 도봉구 창동 254-17번지 ,,19861001,운영중,,,,,,,47,0,0,203930.5911,461305.3123,3.09E+15,운영
3464,방학경로당,서울특별시 도봉구 방학동 393-5번지 ,,19861001,운영중,,,,,,,38,0,0,202771.022,463132.4256,3.09E+15,운영
3463,도봉산경로당,서울특별시 도봉구 도봉동 286-1번지 ,,19850501,운영중,,,,,,,42,0,0,203704.0384,465165.0433,3.09E+15,운영
3462,창3동경로당,서울특별시 도봉구 창동 521-17번지 ,,19831201,운영중,,,,,,,40,0,0,203481.0093,459162.155,3.09E+15,운영
3461,도봉2동경로당,서울특별시 도봉구 도봉동 622-76번지 ,,19821001,운영중,,,,,,,28,0,0,203850.2387,463117.5391,3.09E+15,운영
3460,안골경로당,서울특별시 도봉구 도봉동 349번지 ,,19820901,운영중,,,,,,,0,0,0,203569.4032,465314.4093,3.09E+15,운영
3459,원당경로당,서울특별시 도봉구 방학동 564번지 ,,19820901,운영중,,,,,,,41,0,0,201966.4111,462097.3781,3.09E+15,운영
3458,두산화성8단지아파트 경로당,서울특별시 중랑구 신내동 656번지 ,,19951222,운영중,,,,,,,20,0,1,208330.3542,456814.9225,3.06E+15,운영
3457,동성3차아파트 경로당,서울특별시 중랑구 신내동 620번지 ,,19950110,운영중,,,,,,,20,0,1,,,3.06E+15,운영
3456,신내대림두산아파트 경로당,서울특별시 중랑구 묵동 20번지 ,,19951204,운영중,,,,,,,20,0,1,207718.2221,457174.9583,3.06E+15,운영
3455,제2차두산아파트 경로당,서울특별시 중랑구 면목동 1511번지 ,,19950403,운영중,,,,,,,20,0,1,207266.2999,453051.2361,3.06E+15,운영
3454,두산아파트 경로당,서울특별시 중랑구 면목동 1510번지 ,,19950403,운영중,,,,,,,20,0,0,207311.2159,453142.4738,3.06E+15,운영
3453,동성아파트경로당,서울특별시 중랑구 신내동 397번지 ,,19930205,운영중,,,,,,,20,0,1,208536.1637,456379.4787,3.06E+15,운영
3452,신현경로당,서울특별시 중랑구 신내동 107-3번지 ,,19930224,운영중,,,,,,,20,0,1,209473.2258,457118.8141,3.06E+15,운영
3451,면목두산1차아파트경로당,서울특별시 중랑구 면목동 1500번지 ,,19930210,운영중,,,,,,,20,0,1,207348.1744,453260.8317,3.06E+15,운영
3450,성원아파트경로당,서울특별시 중랑구 신내동 783번지 ,,19940929,운영중,,,,,,,41,0,41,208294.3115,455843.2876,3.06E+15,운영
3449,용마금호타운아파트 경로당,서울특별시 중랑구 면목동 494번지 ,,19921223,운영중,,,,,,,20,0,1,208256.715,453389.1469,3.06E+15,운영
3448,용마공원경로당,서울특별시 중랑구 망우동 69-1번지 ,,19920921,운영중,,,,,,,37,0,1,,,3.06E+15,운영
3447,묵2동 한양경로당,서울특별시 중랑구 묵동 237-50번지 ,,19761227,운영중,,,,,,,58,0,1,206586.7836,456648.5692,3.06E+15,운영
3446,용마산경로당,서울특별시 중랑구 면목동 469-9번지 ,,19860110,운영중,,,,,,,0,0,1,208153.7297,453210.8968,3.06E+15,운영
3445,경성경로당,서울특별시 중랑구 면목동 511-2번지 ,,19851121,운영중,,,,,,,0,0,1,208418.5303,453613.8395,3.06E+15,운영
3444,봉화경로당,서울특별시 중랑구 중화동 309-36번지 ,,19741031,운영중,,,,,,,0,0,1,206642.1746,455689.9206,3.06E+15,운영
3443,용마경로당,서울특별시 중랑구 면목동 619-7번지 ,,19700630,운영중,,,,,,,20,0,1,207742.8983,452952.3192,3.06E+15,운영
3442,신내11단지아파트 경로당,서울특별시 중랑구 신내동 661번지 ,,19960313,운영중,,,,,,,38,0,1,208231.3565,456138.4172,1.11111E+15,운영
3441,면목7동 구립경로당,서울특별시 중랑구 면목동 351번지 ,,19871224,운영중,,,,,,,58,0,1,207380.4097,452733.9188,1,운영
3440,면목성원아파트경로당,서울특별시 중랑구 면목동 1515번지 ,,20040105,운영중,,,,,,,41,0,41,207945.1804,452802.5632,3.06E+15,운영
3439,신내6단지아파트경로당,서울특별시 중랑구 신내동 650번지 ,,20040105,운영중,,,,,,,0,0,0,207966.1402,456995.4417,3.06E+15,운영
3438,석탑아파트경로당,서울특별시 중랑구 신내동 787번지 ,,19970131,운영중,,,,,,,0,0,0,208861.7528,455713.574,3.06E+15,운영
3437,신내건영1차아파트경로당,서울특별시 중랑구 상봉동 1번지 ,,20040105,운영중,,,,,,,0,0,0,208190.7803,455745.3977,3.06E+15,운영
3436,늘푸른동아아파트경로당,서울특별시 중랑구 면목동 715번지 ,,20040105,운영중,,,,,,,72,0,0,207053.5936,452290.2477,3.06E+15,운영
3435,신내7차동성아파트경로당,서울특별시 중랑구 신내동 797번지 ,,20031110,운영중,,,,,,,0,0,0,208508.1367,455974.0258,3.06E+15,운영
3434,신내구립경로당,서울특별시 중랑구 신내동 494-26번지 ,,20031126,운영중,,,,,,,0,0,0,208580.275,455315.9385,3.06E+15,운영
