,0
403,다 좋은데 혹시 키워드 알림을 딱 그 동네만 설정하는게 가능할까요  서울에 산다고 하면 하남에서 파는게 알림이 오고 부평에 산다고 하면 부천 분거리 에서 온다거나  직거래가 아니면 불편한걸 필요로 해서요 
404,당근마켓 잘이용하고있어요  그런데 질문이 있습니다  상대방과의 채팅에서 채팅을 잘못보냈을때 채팅을 상대가못보게 삭제하는 방법이 없나요  만약없다면 추가해주시면 좋을것 같아요 
405,안녕하세요 당근을 아주 유용하게쓰고있던 유저입니다 제가 이용하던중 갑자기 서비스이용이 제한되어 메세지를 하지 못한다 하네요 이거좀 풀어주세요 뭐때문에 걸렸는지도 모르겠어요
406,아이디를 한번 알면 아이디를 바꿔도 이사를 가도 탈퇴 전까지 계속 추적가능합니다 덕분에 탈퇴하고  주일 있다가 재가입합니다 당근마켓 특성상 한번만 거래하고 다시 볼일 없는 인연이 대부분인데 왜 아이디 검색기능이 있으며 바꾼 아이디 마저도 추적할수있게 해놨는지  설정 당한 사람은 알수도없는 모아보기 기능은 대체 뭔가요  ㅋㅋㅋㅋ 아저씨들이 옷파는  대 여자애들 모아보기 하라고 만든기능인가 
407,당근마켓 알기전에는 안쓰는물건  버려지는 물건이 많았는데 친구가 알려줘서 충동구매나 안쓰는물건을 간편하게 올리고 판매할수 있어서 좋아요
408,처음 귀촌할 때와는 달리 나날이 창고마다 물건이 쌓이고 버리기는 아깝고 해서 당근 시작하고 거래가 성사되니 참으로 고맙습니다  시골이라 이동거리때문에 망설여지는 부분도 있지만 물건을 보고 거래하니 신뢰도 갑니다 아무쪼록 당근 감사합니다
409,너무 편하고 사용하기 쉬워요 다만 아쉬운점이 있다면 검색필터에 저가순 혹은 고가순같은 구체적인 내용이 없어서 아쉬웠어요 혹은 제가 아직 기능을 완벽히 모르거나   검색필터에 저가순 고가순 추가 부탁드려요   그거 외엔 너무 만족하면서 잘 쓰고 있어요
410,잘 사용 하고 있어요 한가지 아쉬운 점은 농산물 카테고리가 사람들에게 알려지지 않아서 사람들이 모른다는 점 그리고 광고를 올려도 조회수가 잘 안오르는 점이 아쉽습니다
411,다 좋은데요   달가까이 방치되어있는 글들이 나오는 경우가 너무 많습니다  자동삭제라던지 숨김처리되는게 좋지 않을까요  사실상 끌올없이  주넘게 있는 글은 의미가 없는 글 같습니다 
412,정말 좋은 앱입니다  두 건의 중고 판매를 했는 데  만 하룻만에 해결 됐습니다  그런데 살펴보니 중고임에도 비싼 것도 많군요  중곤데  그래도 앱은 참 좋습니다 
413,운영자님 두번째답글주셔서 다시문의글달아요 제가 아이디가 지금로그인할려고해도 비정상로그인시도해서 제한이걸 려서 로그인조차도안되서 아예못들어갑니다 문의글이 여기밖에못남겨요 어떻게당근에문의글을 남기라는거죠  자세한 댓글을알려주셔야   제가하지요   제가 가입한 폰번호와 고유번호 닉네임까지 이메일로다보냈습니다 보고처리좀해주세요
414,앱을 이메일로 로그인 하려니까 존재하지 않는 이메일이라고 뜸  전화번호는 아예 입력이 아예 안됨 이게 중고거래임  일방적으로 신고자 말만 믿고 신고만 하면 다 정지 때리고 수준 ㄹㅇ 
415,사람들도 다친절하고 조금만쇼핑해도 시간순삭이에요  제친구도 당근마켓하네요 
416,갑자기 검색이 전혀 안됨  토요일부터 검색기능 응답이 없음  버그 빠른 수정바람 추가  검색기능 여전히 돌기만하고 무응답 고객센터 문의하기는 오류  하 진짜 잘만 썼는데 업뎃은 왜 해가지고 
417,싼물건을 팔고 사는것보다 동내사람들과 마음을열어 알아가는 시간들이 좋았습니다 힘든 현실이지만 아직까지 따듯한 주변분들이 계셔서 힘이납니다 여러분 화이팅해서 코로나 이겨냅시다
418,좋아요  그런데 검색했을 때 물건 볼 수 있는 지역 상세 설정 좀 가능했으면 좋겠어요 강 건너고 지하철 완전 빙 돌아야 갈 수 있는 곳을 자꾸 인근지역이라고  그렇다고 거기 안 보이게 하려고 지역 좁히면 실제론 가까운 곳이 안 보여요 
419,좋아요  딱 맞네요 취향이  이걸 만들어주셔서 감사하고 사기 같은거는 신고 해고 처벌 받을수 있게 만들어 주시면 안될까요  가거 빼곤 좋아요
420,이런 좋은 정보와 판매가 가능해서 매우 만족합니다
421,넘 좋은분들이 많네요 처움 써보는데 다양한 나눔도 받고 저도 나눔도 할수있어서 너무 좋아요 원하던 폴드  가졌어요 사랑합니닷 
422,정지 먹었을때 번개장터처럼 관리자한테 문의넣어서 확인하고 정지할지안할지 결정해주세요 네고 안해줬다고 비배너신고하는사람이나 지가 잘못하고비매너신고해서 정지먹는경우가 너무많아요 정지시스템좀 정비해주시요 제발 정지먹을만한 행동 하지도안았는데 정지만오질나게먹어요
423,게시글이 똑바로 게시가 되질않음 수없이지우고 다시 올려도 자동으로 숨겨짐 여러개올린거라고 반복글이라고 설명도안해주고 오류해결바람 문의답변은항상  답변만날라옴 운영에 성의가안보입니다 분발해줘요
424,도시에 살고있지 않은 저에게는 위치를 설정해서 범위를 정하는게 많이 불편합니다  그 지역에는 사고 싶은 물건이없어 다른 지역설정을 하면 동네인증을 하라고 하고 그럴거면 소도시에 살고있는 사람들에겐 딱히 쓸모없다고 생각합니다  따지고 보면 지역을 두개로 설정한다해도 동네인증을 못하면 필요없는거나 마찬가지니까요  동네인증을 없애주시거나 범위를 더 넓혀 주셨으면 좋겠습니다 
425, 요새 채팅창 위치공유기능이 작동하지 않습니다 오류수정바랍니다  채팅시 움짤을 보낼 수 있으면 좋겠습니다  전자제품의 작동확인 일반제품의 상태확인을 위해 필요합니다 
426,요즘 같이 경기가 불황일때 당근이용이 많은 분들에게 공감대를 형성해 앞으로도 잘 이용할것같고 당근 집행부 님들께 감사하는 마음입니다 새해 복 많이 받으세요  사랑 합니다 
427,당근 마켓 잘 쓰고 있습니다 근데 개발자님 당근 마켓같이해요라는 채팅방이 있는데 그 방에서도 추방 있는 기능이 있었으면 합니다 친해지려고 올린 건데 이방에 들어와서 자기 물건 파는데 이것 좀 사세요라는 홍보하는데   나가라도 해도 추방이 없으니 안 나가네요
428,앱 알림에서 진동을 꺼놔도 계속 진동 설정이 살아납니다 사용자가 시스템 상에서 바꾸는 것도 기본으로 계속 진동 온 상태로 바뀌네요 삭제후 다시 설치해도 동일한 것을 보니 버그 같습니다 수정 부탁합니다
429,중고거래는 뮤조건 당긍입니다  거래 하시는 분들도 매너좋았고 후기형식의 점수도 있어서 악성이용자 걸러내는 것도 좋아요  굿 
430,동네말고도 지역도 좀 추가 해줬으면 좋겠습니다  같은 지역 검색해서 물건 살려니 해당 동네가 아니니 채팅도 못쳐서 해당 지역까지 가야한다는게 엄청 시간 낭비 같습니다 
431,진짜 최고 입니다  필요한것 찾는데 지역구내 물품들 볼수있어서 너무 좋습니다  원정갈 필요가 없습니다  만물상 입니다  너무 유용하네요  커뮤니티도 있어서 지역내 정보도 서로 알려주시네요  대박 
432,완전 짱  근데  부동산 관련 글들이 쓰기는 그대룬데  보는게 많이 불편해졌어요  전에 방식이 훨씬 좋은듯 합니다  개선바랍니다 
433,여태 알람음 안울리고 잘 쓰고 있었는데 설정을 바꾸지도 않았는데 갑자기 회사에서 알람음 개시끄럽게 동네방네 울려퍼져서 너무 놀라고 짜증나고 민망하네요 회사에서 갑자기 당근  하는데 민망해 죽는줄 소리는 또 왜이렇게 무식하게 큰지 진짜 
434,안녕하세요 당근을하는  악동잼민이 리고 합니다 좋은점도 많습니다 하지만 제가 정말 억울하게 비매너 신고를 받고 매너온도가  도 에서  도 까지 떨어졌습니다 그리고 그때문인진 모르겠으나 사람들이 게시글을 안읽더라구요 벌써  주일 전에 올린 게시글이 조회수가  도 아니고 조회수  밖에 안나오더라고요  월  일엔 당근에서 문자가 왔더라고요 집에 오면서 봤더니 당근  일 정지를 먹었더라고요 어이없습니다 좋게 올리려던게 나쁘게 올립니다
435,같은 지역이 아니더라도 상품을 볼 수 있고 물건을 구매할 수 있게 해줬으면 좋겠어요  물론 직거래가 가장 안전한 방법이긴 하지만 택배를 통해 보낼 수도 있고  원하는 물건이 있어 들어갔는데 동네가 달라 못사는게 너무 서럽네요
436,중고물건 사고 팔며 집정리도 하고 좀 더 현명한 소비를 할 수 있는 것 같아 매우 만족합니다 동네정보도 알고 다양한 이웃들도 만나고 물건 거래하고 구매하신 분이 너무 좋아하시면 저도 덩달아 기분이 너무 좋더라고요  당근마켓 감사합니다
437,정말 필요한부분을 직거래로 빠르고 편리하게 이용할 수 있고 앱 상에서 운송 가능한 업체까지 확인가능하여 정말 편합니다 올인원 입니다  만족합니다 
438,어제 처음으로마켓가입해서 굉장히 저렴한가격으로 소파하나 구입했는데 이런곳이 있다는거 놀랐어요 정말편리하고 실용적이네요 저한테는 유용하고 고마운앱입니다 다른분들께도 좋은 기억들을 만드시길  항상건강들하세요
439,하 오늘 또 거래를 했는데요   분까지 만나요 해서  분까지 준비하고 거래할 물건 포장을 하고 했는데 그분이  분까지 만나자길래 빨리 씻고 나가려했어요 나갔는데 당근톡도 안보고  분동안 아무런 통보가 없길래 하 학원 늦었는데 하고 빨리 학원에 다 도착해 갔을 무렵이였어요  근데 당근톡이 오는거에요 보니까 어딨냐는거에요ㅋㅋ 약속시간  분이 지났는데말이죠 그래서 하 톡도 안보시고 이게 뭐냐고 그러니까 빨리 오라네요 ㅋㅋ 다시가서 거래를 하고 이제 다시 학원에 도착했어요 근데말이죠 당근톡이 오더니 거래그냥 안한다는거에요ㅋㅋ 전체 리뷰
